,seller_id,seller_city_x,seller_state_x,product_id_x,product_category_name_x,seller_city_y,seller_state_y,product_id_y,product_category_name_y,Delivery_time,review_avg,total_orders,total_income
725,2126,diadema,SP,53,2,diadema,SP,53,2,14.04,3.92,53,8153.41
726,691,sao paulo,SP,40,2,sao paulo,SP,40,2,6.85,3.9,40,5177.8
727,2985,sao paulo,SP,25,1,sao paulo,SP,25,1,17.52,3.36,25,4300.6900000000005
728,1560,brasilia,DF,30,1,brasilia,DF,30,1,17.53,4.47,30,1516.7
729,890,limeira,SP,230,2,limeira,SP,230,2,9.66,4.32,230,16300.5
730,2721,braganca paulista,SP,60,3,braganca paulista,SP,60,3,12.64,4.25,60,15480.0
731,235,sao paulo,SP,11,1,sao paulo,SP,11,1,22.27,4.09,11,4987.0
732,281,sao paulo,SP,4,1,sao paulo,SP,4,1,25.33,3.75,4,1414.98
733,2122,sorocaba,SP,104,2,sorocaba,SP,104,2,16.17,3.78,104,5598.2
734,2551,porto seguro,BA,16,2,porto seguro,BA,16,2,12.38,3.62,16,1389.7
735,2311,sao carlos,SP,47,1,sao carlos,SP,47,1,9.3,4.17,47,2052.53
736,2345,salto,SP,124,2,salto,SP,124,2,12.53,3.85,124,13272.48
737,1708,mesquita,RJ,53,2,mesquita,RJ,53,2,10.23,4.06,53,4232.54
738,1958,sorocaba,SP,78,2,sorocaba,SP,78,2,11.82,4.08,78,2780.29
739,1410,mineiros do tiete,SP,63,2,mineiros do tiete,SP,63,2,12.24,4.54,63,1882.09
740,45,sao bento do sul,SC,14,1,sao bento do sul,SC,14,1,17.0,4.0,14,1938.77
741,2447,sando andre,SP,15,1,sando andre,SP,15,1,8.07,4.47,15,1772.45
742,1396,campinas,SP,46,3,campinas,SP,46,3,8.75,4.35,46,1338.8899999999999
743,937,portoferreira,SP,5,3,portoferreira,SP,5,3,44.0,1.0,5,465.0
744,36,botucatu,SP,44,2,botucatu,SP,44,2,8.55,4.55,44,6389.0
745,2649,sao paulo,SP,124,10,sao paulo,SP,124,10,9.95,4.23,124,7463.12
746,151,sao paulo,SP,183,13,sao paulo,SP,183,13,10.54,3.91,183,11975.2
747,564,sao paulo,SP,14,3,sao paulo,SP,14,3,9.79,4.36,14,620.6
748,230,osasco,SP,23,1,osasco,SP,23,1,11.41,4.22,23,3829.77
749,2231,sao paulo,SP,2,2,sao paulo,SP,2,2,9.0,5.0,2,309.8
750,2926,sao paulo,SP,9,4,sao paulo,SP,9,4,12.89,4.33,9,8178.0
751,2022,carapicuiba,SP,3,1,carapicuiba,SP,3,1,8.67,5.0,3,105.97
752,2506,sao paulo,SP,208,7,sao paulo,SP,208,7,12.93,4.15,208,52277.19
753,1938,sao paulo,SP,1,1,sao paulo,SP,1,1,17.0,5.0,1,130.0
754,1605,sao paulo,SP,89,1,sao paulo,SP,89,1,14.88,3.21,89,11832.22
755,710,sao paulo,SP,185,1,sao paulo,SP,185,1,9.11,3.37,185,6364.2300000000005
756,1228,alvorada,RS,7,2,alvorada,RS,7,2,7.14,4.0,7,464.0
757,291,varzea paulista,SP,37,3,varzea paulista,SP,37,3,5.89,4.65,37,761.51
758,707,jaragua do sul,SC,10,2,jaragua do sul,SC,10,2,12.56,4.0,10,968.8000000000001
759,2081,sao paulo,SP,78,3,sao paulo,SP,78,3,10.74,4.5,78,8032.0
760,2515,sao paulo,SP,9,1,sao paulo,SP,9,1,26.5,2.0,9,14391.0
761,1466,sao paulo,SP,6,2,sao paulo,SP,6,2,4.83,4.33,6,452.5
762,2666,belo horizonte,MG,115,8,belo horizonte,MG,115,8,15.19,3.73,115,11156.5
763,1601,curitiba,PR,109,7,curitiba,PR,109,7,13.03,4.22,109,3563.89
764,19,uruacu,GO,12,1,uruacu,GO,12,1,12.5,4.33,12,1628.79
765,721,sorocaba,SP,11,7,sorocaba,SP,11,7,9.0,4.0,11,1044.89
766,824,sao paulo,SP,6,1,sao paulo,SP,6,1,15.0,2.5,6,1680.1
767,150,sao roque,SP,31,2,sao roque,SP,31,2,12.07,4.58,31,2388.3
768,975,conchal,SP,14,2,conchal,SP,14,2,14.43,4.36,14,2705.1
769,1072,navegantes,SC,66,2,navegantes,SC,66,2,10.88,4.42,66,6439.96
770,906,carapicuiba,SP,48,2,carapicuiba,SP,48,2,10.85,4.29,48,4819.76
771,168,betim,MG,94,2,betim,MG,94,2,9.42,4.29,94,11220.99
772,549,belo horizonte,MG,19,1,belo horizonte,MG,19,1,14.2,3.05,19,4430.84
773,69,alfenas,MG,65,3,alfenas,MG,65,3,13.89,4.02,65,5567.75
774,942,sao jose dos campos,SP,6,2,sao jose dos campos,SP,6,2,20.17,3.67,6,384.15999999999997
775,244,garuva,SC,6,2,garuva,SC,6,2,10.5,4.33,6,308.96
776,2828,ibitinga,SP,35,1,ibitinga,SP,35,1,8.71,3.54,35,6467.5
777,2574,divinopolis,MG,3,1,divinopolis,MG,3,1,9.67,4.67,3,709.0
778,1408,sao paulo,SP,93,2,sao paulo,SP,93,2,9.24,4.54,93,7916.9800000000005
779,3089,campinas,SP,20,6,campinas,SP,20,6,12.5,2.1,20,1426.3
780,872,sao paulo,SP,5,3,sao paulo,SP,5,3,6.0,3.8,5,1539.5
781,1145,santana de parnaiba,SP,12,1,santana de parnaiba,SP,12,1,9.08,4.17,12,3761.9399999999996
782,1921,santa rita do sapucai,MG,22,2,santa rita do sapucai,MG,22,2,14.77,4.23,22,1912.6000000000001
783,1046,rio de janeiro,RJ,9,1,rio de janeiro,RJ,9,1,4.67,4.89,9,1055.3
784,473,belo horizonte,MG,113,6,belo horizonte,MG,113,6,11.09,4.29,113,6673.04
785,1315,curitiba,PR,58,6,curitiba,PR,58,6,14.73,4.05,58,8620.89
786,84,porto alegre,RS,98,6,porto alegre,RS,98,6,11.06,3.86,98,23171.7
787,730,sao paulo,SP,47,6,sao paulo,SP,47,6,9.2,4.0,47,3600.71
788,1880,sao paulo,SP,52,2,sao paulo,SP,52,2,9.12,4.52,52,1640.38
789,43,maua,SP,9,1,maua,SP,9,1,10.67,4.11,9,1078.41
790,1037,curitiba,PR,4,1,curitiba,PR,4,1,7.0,3.25,4,1362.8
791,903,sao paulo,SP,68,6,sao paulo,SP,68,6,9.25,3.84,68,3220.52
792,242,sao jose do rio preto,SP,6,1,sao jose do rio preto,SP,6,1,17.83,4.33,6,809.0
793,1803,viamao,RS,76,3,viamao,RS,76,3,12.04,4.29,76,16855.280000000002
794,1438,mogi guacu,SP,6,2,mogi guacu,SP,6,2,11.0,3.83,6,207.67000000000002
795,2042,nilopolis,RJ,26,1,nilopolis,RJ,26,1,12.92,3.92,26,3390.0
796,2801,indaiatuba,SP,25,1,indaiatuba,SP,25,1,14.92,3.88,25,3181.3
797,668,cerqueira cesar,SP,19,1,cerqueira cesar,SP,19,1,17.82,4.16,19,1816.8
798,165,santos,SP,141,4,santos,SP,141,4,11.53,4.22,141,9421.5
799,751,itapecerica da serra,SP,45,2,itapecerica da serra,SP,45,2,9.69,4.2,45,4153.7
800,1257,maringa,PR,87,2,maringa,PR,87,2,14.03,4.31,87,6341.6
801,2053,sao paulo,SP,13,3,sao paulo,SP,13,3,5.54,4.77,13,728.28
802,413,cafelandia,SP,35,1,cafelandia,SP,35,1,13.77,4.09,35,3819.9700000000003
803,1968,cafelandia,SP,7,1,cafelandia,SP,7,1,16.29,4.14,7,569.4
804,2525,sao paulo,SP,111,8,sao paulo,SP,111,8,8.77,4.05,111,4492.54
805,2657,cachoeirinha,RS,60,3,cachoeirinha,RS,60,3,12.15,4.08,60,19488.2
806,836,sorocaba,SP,62,13,sorocaba,SP,62,13,11.53,4.06,62,4877.21
807,497,jaragua do sul,SC,31,3,jaragua do sul,SC,31,3,14.16,4.0,31,1618.79
808,1507,catanduva,SP,5,2,catanduva,SP,5,2,8.4,4.4,5,1016.6800000000001
809,1767,salto,SP,88,1,salto,SP,88,1,12.52,4.15,88,28817.33
810,1366,s jose do rio preto,SP,112,2,s jose do rio preto,SP,112,2,12.77,3.78,112,11983.28
811,2484,curitiba,PR,196,2,curitiba,PR,196,2,16.01,4.29,196,75444.42
812,2981,carapicuiba,SP,55,2,carapicuiba,SP,55,2,10.47,4.29,55,5223.82
813,2094,maua,SP,4,1,maua,SP,4,1,7.5,5.0,4,229.6
814,2376,paulinia,SP,9,3,paulinia,SP,9,3,16.33,3.78,9,4346.4
815,803,brasilia,DF,60,6,brasilia,DF,60,6,15.81,4.2,60,3071.87
816,2517,votorantim,SP,202,1,votorantim,SP,202,1,12.29,4.0,202,13824.34
817,1164,marilia,SP,4,1,marilia,SP,4,1,10.5,4.0,4,783.96
818,1816,sao paulo,SP,2,1,sao paulo,SP,2,1,9.0,3.0,2,784.9
819,159,tres coracoes,MG,43,3,tres coracoes,MG,43,3,13.95,3.91,43,5594.15
820,580,sao paulo,SP,39,2,sao paulo,SP,39,2,7.44,4.56,39,2757.09
821,2433,itaquaquecetuba,SP,89,1,itaquaquecetuba,SP,89,1,10.11,4.09,89,12558.2
822,1468,diadema,SP,26,1,diadema,SP,26,1,10.27,4.42,26,2217.39
823,1742,araguari,MG,129,2,araguari,MG,129,2,15.93,3.95,129,7848.82
824,216,montenegro,RS,140,3,montenegro,RS,140,3,14.9,4.53,140,27886.0
825,1922,joinville,SC,86,2,joinville,SC,86,2,15.29,4.5,86,18362.11
826,2487,sao paulo,SP,57,3,sao paulo,SP,57,3,12.23,3.72,57,2666.56
827,118,osasco,SP,27,1,osasco,SP,27,1,7.85,3.81,27,1215.79
828,2715,guarulhos,SP,10,4,guarulhos,SP,10,4,15.7,4.5,10,472.46000000000004
829,1105,assis,SP,12,1,assis,SP,12,1,12.5,3.67,12,1886.1000000000001
830,796,caxias do sul,RS,21,2,caxias do sul,RS,21,2,7.1,4.81,21,3646.7
831,468,sao paulo,SP,32,1,sao paulo,SP,32,1,13.5,3.94,32,3800.58
832,2941,pinhalzinho,SC,2,2,pinhalzinho,SC,2,2,8.5,5.0,2,178.8
833,259,guaira,PR,1,1,guaira,PR,1,1,14.0,5.0,1,73.99
834,2220,sao paulo,SP,6,3,sao paulo,SP,6,3,12.0,3.33,6,450.58000000000004
835,2189,santo andre,SP,85,1,santo andre,SP,85,1,8.36,4.51,85,5679.5
836,1084,contagem,MG,42,5,contagem,MG,42,5,8.4,4.52,42,3633.4
837,835,cordeiropolis,SP,4,3,cordeiropolis,SP,4,3,15.25,4.5,4,129.46
838,885,ibitinga,SP,21,2,ibitinga,SP,21,2,9.19,3.9,21,2546.9
839,1088,uberlandia,MG,137,4,uberlandia,MG,137,4,12.48,3.94,137,28626.5
840,679,sao paulo,SP,26,1,sao paulo,SP,26,1,15.48,3.85,26,1692.59
841,2412,joinville,SC,4,1,joinville,SC,4,1,6.0,2.25,4,97.6
842,2858,franca,SP,112,3,franca,SP,112,3,12.86,4.15,112,7358.19
843,1137,patos de minas,MG,163,2,patos de minas,MG,163,2,10.88,4.45,163,15000.900000000001
844,521,belo horizonte,MG,3,2,belo horizonte,MG,3,2,4.67,3.67,3,858.0
845,348,sao paulo,SP,18,5,sao paulo,SP,18,5,9.17,4.28,18,576.03
846,1238,eunapolis,BA,14,1,eunapolis,BA,14,1,10.21,4.5,14,1486.8
847,2165,sao paulo,SP,24,4,sao paulo,SP,24,4,5.43,4.5,24,3198.7000000000003
848,175,contagem,MG,33,1,contagem,MG,33,1,9.15,4.52,33,3176.7000000000003
849,2952,piracicaba,SP,210,8,piracicaba,SP,210,8,12.72,3.9,210,22777.47
850,522,buritama,SP,15,1,buritama,SP,15,1,10.67,4.6,15,2575.9
851,1264,curitiba,PR,23,3,curitiba,PR,23,3,12.86,3.96,23,5884.0
852,2196,hortolandia,SP,1,1,hortolandia,SP,1,1,2.0,5.0,1,299.0
853,2089,jaguariuna,SP,7,2,jaguariuna,SP,7,2,9.33,3.71,7,349.9
854,2469,santa rita do sapucai,MG,70,3,santa rita do sapucai,MG,70,3,12.71,4.21,70,9542.1
855,594,lages,SC,39,1,lages,SC,39,1,11.21,4.26,39,9143.0
856,3005,sao paulo,SP,21,3,sao paulo,SP,21,3,15.4,4.29,21,15731.43
857,1009,cascavel,PR,113,6,cascavel,PR,113,6,10.86,3.99,113,13636.6
858,1500,curitiba,PR,12,2,curitiba,PR,12,2,11.42,4.25,12,1638.99
859,2775,guarulhos,SP,46,2,guarulhos,SP,46,2,9.47,4.3,46,1400.3999999999999
860,1713,sumare,SP,9,1,sumare,SP,9,1,5.62,3.89,9,672.7
861,817,votuporanga,SP,98,2,votuporanga,SP,98,2,16.68,3.84,98,14005.6
862,249,muqui,ES,26,11,muqui,ES,26,11,15.54,4.12,26,4353.9
863,2563,santo andre,SP,12,1,santo andre,SP,12,1,6.0,4.92,12,1146.88
864,226,sao paulo,SP,21,3,sao paulo,SP,21,3,9.43,3.71,21,2570.0
865,2693,cascavel,PR,26,1,cascavel,PR,26,1,12.73,3.85,26,2870.1800000000003
866,542,curitiba,PR,5,1,curitiba,PR,5,1,15.75,2.6,5,845.89
867,1032,florianopolis,SC,19,1,florianopolis,SC,19,1,15.53,4.32,19,3281.66
868,1433,sao paulo,SP,7,3,sao paulo,SP,7,3,4.0,5.0,7,550.04
869,2073,canoas,RS,105,4,canoas,RS,105,4,9.7,4.58,105,12695.84
870,2107,laranjal paulista,SP,6,1,laranjal paulista,SP,6,1,15.5,3.67,6,543.54
871,1878,fazenda rio grande,PR,45,6,fazenda rio grande,PR,45,6,12.05,4.2,45,4873.84
872,1179,campinas,SP,35,2,campinas,SP,35,2,5.6,4.71,35,15909.4
873,2485,curitiba,SP,72,1,curitiba,SP,72,1,16.04,4.38,72,2757.6
874,2619,apucarana,PR,10,1,apucarana,PR,10,1,12.0,4.8,10,599.0
875,1119,presidente prudente,SP,14,2,presidente prudente,SP,14,2,7.71,4.36,14,1804.6000000000001
876,873,formiga,MG,14,2,formiga,MG,14,2,16.54,3.93,14,3002.7
877,156,ponta grossa,PR,5,3,ponta grossa,PR,5,3,8.8,5.0,5,479.5
878,905,sao paulo,SP,344,2,sao paulo,SP,344,2,12.87,3.76,344,14504.47
879,2802,brasilia,DF,14,4,brasilia,DF,14,4,8.93,4.71,14,743.0
880,3069,nova friburgo,RJ,10,1,nova friburgo,RJ,10,1,13.6,4.6,10,2840.0
881,826,presidente prudente,SP,45,3,presidente prudente,SP,45,3,12.95,4.09,45,3905.7000000000003
882,1220,ribeirao preto,SP,26,4,ribeirao preto,SP,26,4,11.27,4.19,26,1389.34
883,1470,brasilia,DF,18,4,brasilia,DF,18,4,9.89,4.78,18,3736.99
884,491,belo horizonte,MG,54,12,belo horizonte,MG,54,12,23.8,3.0,54,2613.1
885,702,sao paulo,SP,103,6,sao paulo,SP,103,6,10.09,3.89,103,5608.21
886,203,sao joao de meriti,RJ,10,2,sao joao de meriti,RJ,10,2,11.8,4.3,10,829.6
887,1868,sao paulo,SP,86,5,sao paulo,SP,86,5,7.54,3.73,86,4099.62
888,2397,sao paulo,SP,60,4,sao paulo,SP,60,4,10.42,4.38,60,14169.28
889,121,sao paulo,SP,5,1,sao paulo,SP,5,1,14.25,3.4,5,329.5
890,561,sao paulo,SP,11,1,sao paulo,SP,11,1,7.0,4.91,11,337.9
891,2105,araraquara,SP,22,2,araraquara,SP,22,2,8.59,3.77,22,1458.63
892,656,rio de janeiro,RJ,52,9,rio de janeiro,RJ,52,9,8.92,4.31,52,4826.84
893,1970,osasco,SP,16,2,osasco,SP,16,2,8.75,4.75,16,3286.69
894,1053,sao paulo,SP,22,1,sao paulo,SP,22,1,8.32,4.41,22,6630.09
895,670,sao paulo,SP,17,3,sao paulo,SP,17,3,11.24,3.94,17,1681.69
896,2991,ibitinga,SP,74,2,ibitinga,SP,74,2,10.49,3.82,74,2787.4
897,247,sao paulo,SP,33,2,sao paulo,SP,33,2,10.09,3.91,33,2561.5
898,1690,sao paulo,SP,188,2,sao paulo,SP,188,2,9.22,3.82,188,6838.93
899,2503,curitiba,PR,21,4,curitiba,PR,21,4,9.67,4.52,21,4994.8
900,246,monte siao,MG,308,5,monte siao,MG,308,5,14.35,4.31,308,31408.7
901,2849,armacao dos buzios,RJ,3,2,armacao dos buzios,RJ,3,2,9.0,2.67,3,247.8
902,2705,curitiba,PR,30,2,curitiba,PR,30,2,18.28,3.47,30,5325.2
903,272,guarulhos,SP,35,3,guarulhos,SP,35,3,9.83,4.63,35,2833.2200000000003
904,1563,criciuma,SC,20,1,criciuma,SC,20,1,23.8,3.8,20,3919.8
905,1411,limeira,SP,117,2,limeira,SP,117,2,10.73,4.31,117,20544.88
906,2844,sao paulo,SP,6,1,sao paulo,SP,6,1,11.5,4.33,6,838.1
907,551,sao paulo,SP,140,3,sao paulo,SP,140,3,12.3,4.05,140,14202.41
908,2243,sao paulo,SP,46,4,sao paulo,SP,46,4,8.39,2.76,46,1287.6
909,1062,sao jose do rio preto,SP,35,4,sao jose do rio preto,SP,35,4,13.09,4.14,35,5559.95
910,2778,rio claro,SP,12,1,rio claro,SP,12,1,13.5,3.08,12,1678.8000000000002
911,2684,recife,PE,384,2,recife,PE,384,2,12.69,4.16,384,56125.700000000004
912,1091,maringa,PR,11,4,maringa,PR,11,4,7.55,4.64,11,946.5
913,700,sao paulo,SP,63,1,sao paulo,SP,63,1,10.67,4.05,63,3138.7
914,1980,sao jose do rio preto,SP,18,2,sao jose do rio preto,SP,18,2,10.06,4.11,18,2597.0
915,1714,blumenau,SC,120,8,blumenau,SC,120,8,11.2,4.3,120,5449.67
916,2787,santo andre,SP,64,2,santo andre,SP,64,2,10.38,3.14,64,3508.92
917,2535,mogi guacu,SP,43,3,mogi guacu,SP,43,3,9.62,4.56,43,13170.87
918,2408,maringa,PR,8,1,maringa,PR,8,1,8.0,4.38,8,322.3
919,1333,maringa,PR,24,2,maringa,PR,24,2,20.21,4.25,24,387.77
920,2404,concordia,SC,26,5,concordia,SC,26,5,7.58,4.0,26,3654.0
921,469,belo horizonte,MG,48,6,belo horizonte,MG,48,6,10.98,3.83,48,3567.9
922,2823,sao paulo,SP,3,2,sao paulo,SP,3,2,9.5,2.67,3,318.8
923,2732,sao paulo,SP,3,1,sao paulo,SP,3,1,11.33,4.33,3,1282.05
924,1505,sao caetano do sul,SP,6,1,sao caetano do sul,SP,6,1,13.0,4.67,6,1148.88
925,676,salvador,BA,1,1,salvador,BA,1,1,7.0,5.0,1,145.9
926,398,sp,SP,22,4,sp,SP,22,4,15.0,3.86,22,2981.5
927,340,jaguaruna,SC,45,1,jaguaruna,SC,45,1,13.56,3.73,45,2632.9
928,107,barueri,SP,6,2,barueri,SP,6,2,13.5,3.17,6,7265.59
929,313,maringa,PR,8,4,maringa,PR,8,4,8.12,4.62,8,308.9
930,1355,rio de janeiro,RJ,14,1,rio de janeiro,RJ,14,1,9.5,4.43,14,2654.8
931,863,blumenau,SC,34,2,blumenau,SC,34,2,18.18,4.21,34,5560.9
932,1184,sao paulo,SP,17,1,sao paulo,SP,17,1,12.47,3.71,17,13585.16
933,2169,caxias do sul,RS,20,1,caxias do sul,RS,20,1,7.8,4.6,20,11395.05
934,1564,sao paulo,SP,23,1,sao paulo,SP,23,1,12.39,3.87,23,3656.8
935,2524,sao paulo,SP,19,3,sao paulo,SP,19,3,14.05,4.0,19,1384.1000000000001
936,584,araras,SP,30,2,araras,SP,30,2,8.1,4.23,30,4583.0
937,2228,rio de janeiro,RJ,8,5,rio de janeiro,RJ,8,5,12.75,4.25,8,801.89
938,2272,brasilia,DF,91,5,brasilia,DF,91,5,13.48,4.21,91,7534.56
939,1199,sao paulo,SP,54,2,sao paulo,SP,54,2,13.56,4.19,54,9046.0
940,688,osasco,SP,24,6,osasco,SP,24,6,11.43,4.21,24,2463.52
941,505,sao paulo,SP,7,2,sao paulo,SP,7,2,13.43,4.14,7,843.1
942,1987,salvador,BA,42,1,salvador,BA,42,1,12.83,4.64,42,5522.05
943,415,caxias do sul,RS,11,2,caxias do sul,RS,11,2,13.09,4.09,11,649.53
944,1171,sao paulo,SP,29,4,sao paulo,SP,29,4,14.0,4.45,29,3677.2
945,1293,nova iguacu,RJ,22,1,nova iguacu,RJ,22,1,8.59,4.55,22,2075.0
946,56,sao paulo,SP,10,2,sao paulo,SP,10,2,18.25,3.2,10,1055.0
947,2723,curitiba,PR,14,2,curitiba,PR,14,2,8.29,4.5,14,1474.1100000000001
948,322,sao paulo,SP,88,5,sao paulo,SP,88,5,12.51,4.58,88,5089.13
949,1651,pocos de caldas,MG,69,2,pocos de caldas,MG,69,2,15.62,4.13,69,3518.58
950,1623,rio de janeiro,RJ,33,2,rio de janeiro,RJ,33,2,8.09,3.55,33,2219.7000000000003
951,2217,sao jose dos pinhais,PR,39,2,sao jose dos pinhais,PR,39,2,7.82,4.13,39,4449.0
952,1489,sao paulo,SP,1,1,sao paulo,SP,1,1,17.0,5.0,1,60.99
953,1301,sao paulo,SP,12,2,sao paulo,SP,12,2,5.25,4.83,12,407.0
954,2804,novo horizonte,SP,32,1,novo horizonte,SP,32,1,10.1,4.22,32,6190.22
955,2692,loanda,PR,39,2,loanda,PR,39,2,18.51,3.54,39,4460.18
956,1321,presidente prudente,SP,134,2,presidente prudente,SP,134,2,12.18,4.39,134,9020.0
957,1125,campo do meio,MG,17,1,campo do meio,MG,17,1,9.59,4.35,17,3148.0
958,2426,sao paulo,SP,7,2,sao paulo,SP,7,2,11.14,4.71,7,335.0
959,77,sao paulo - sp,SP,73,3,sao paulo - sp,SP,73,3,11.1,3.73,73,4797.1
960,2529,caxias do sul,RS,12,3,caxias do sul,RS,12,3,12.09,4.0,12,3021.6600000000003
961,2216,parana,PR,2,1,parana,PR,2,1,7.5,4.0,2,175.0
962,1441,campinas,SP,2,1,campinas,SP,2,1,2.0,5.0,2,218.0
963,2557,divinopolis,MG,32,3,divinopolis,MG,32,3,14.47,3.88,32,4652.85
964,2152,sao jose do rio preto,SP,73,1,sao jose do rio preto,SP,73,1,12.55,4.42,73,13070.0
965,1298,brasilia,DF,28,6,brasilia,DF,28,6,12.61,4.64,28,10397.78
966,2497,jaragua do sul,SC,68,8,jaragua do sul,SC,68,8,15.36,4.22,68,16309.83
967,627,congonhas,MG,41,1,congonhas,MG,41,1,12.59,4.32,41,13082.32
968,871,sao paulo,SP,5,1,sao paulo,SP,5,1,5.8,4.8,5,365.0
969,1362,canoinhas,SC,157,1,canoinhas,SC,157,1,13.91,4.28,157,7841.0
970,2502,cotia,SP,24,1,cotia,SP,24,1,8.05,4.67,24,365.1
971,2752,diadema,SP,24,2,diadema,SP,24,2,9.5,4.29,24,2400.0
972,345,rio de janeiro,RJ,5,1,rio de janeiro,RJ,5,1,11.0,3.2,5,1148.0
973,1603,marilia,SP,25,4,marilia,SP,25,4,12.12,3.6,25,2771.28
974,2300,sao jose dos pinhais,PR,19,3,sao jose dos pinhais,PR,19,3,8.84,4.37,19,1692.1000000000001
975,3044,guarulhos,SP,74,11,guarulhos,SP,74,11,10.2,3.81,74,8229.43
976,2400,sao paulo,SP,4,2,sao paulo,SP,4,2,10.75,3.75,4,421.8
977,633,araraquara,SP,43,2,araraquara,SP,43,2,13.79,4.44,43,1524.7
978,2301,sao paulo,SP,43,2,sao paulo,SP,43,2,10.56,4.42,43,3956.5
979,2495,mirassol,SP,18,4,mirassol,SP,18,4,8.5,3.94,18,1118.6000000000001
980,1162,ribeirao preto,SP,14,1,ribeirao preto,SP,14,1,6.21,4.07,14,671.76
981,1844,araraquara,SP,33,2,araraquara,SP,33,2,11.33,4.06,33,2982.67
982,2148,araguari,MG,59,2,araguari,MG,59,2,19.31,4.05,59,5167.81
983,5,ibitinga,SP,206,1,ibitinga,SP,206,1,14.29,4.1,206,25152.33
984,1836,sao paulo,SP,102,5,sao paulo,SP,102,5,8.36,4.0,102,5261.650000000001
985,714,campinas,SP,5,1,campinas,SP,5,1,13.25,3.8,5,402.6
986,1928,sao paulo,SP,2,1,sao paulo,SP,2,1,8.0,3.5,2,184.8
987,1496,bauru,SP,2,1,bauru,SP,2,1,,1.0,2,538.0
988,2026,flores da cunha,RS,6,2,flores da cunha,RS,6,2,10.33,4.83,6,802.9
989,3012,sao paulo,SP,9,5,sao paulo,SP,9,5,6.67,4.78,9,519.2
990,389,itu,SP,8,2,itu,SP,8,2,8.62,4.25,8,525.4
991,162,porto alegre,RS,8,1,porto alegre,RS,8,1,25.12,2.75,8,696.26
992,587,sao paulo,SP,29,1,sao paulo,SP,29,1,16.71,4.31,29,2474.3
993,2910,sao paulo,SP,31,1,sao paulo,SP,31,1,15.1,3.65,31,6527.0
994,2654,fortaleza,CE,16,1,fortaleza,CE,16,1,12.25,4.38,16,6384.0
995,1139,atibaia,SP,98,4,atibaia,SP,98,4,13.02,4.05,98,6765.59
996,133,curitiba,PR,2,1,curitiba,PR,2,1,7.0,5.0,2,158.88
997,486,curitiba,PR,8,1,curitiba,PR,8,1,6.75,5.0,8,834.97
998,2921,cachoeirinha,RS,9,1,cachoeirinha,RS,9,1,9.78,4.89,9,1187.0
999,543,sinop,MT,56,1,sinop,MT,56,1,14.54,4.38,56,7927.5
1000,1368,sao paulo,SP,243,10,sao paulo,SP,243,10,10.15,3.52,243,10427.7
1001,612,blumenau,SC,6,3,blumenau,SC,6,3,13.33,4.83,6,507.40000000000003
1002,1361,sao paulo,SP,85,1,sao paulo,SP,85,1,20.8,3.53,85,7784.129999999999
1003,2124,ribeirao preto,SP,59,2,ribeirao preto,SP,59,2,19.47,3.58,59,4192.69
1004,1552,franca,SP,176,2,franca,SP,176,2,15.6,4.15,176,27539.53
1005,625,franca,SP,4,1,franca,SP,4,1,8.25,4.75,4,414.9
1006,2338,sao paulo,SP,9,1,sao paulo,SP,9,1,15.56,3.56,9,373.90999999999997
1007,1538,barra velha,SC,7,1,barra velha,SC,7,1,8.29,4.57,7,360.15000000000003
1008,2583,curitiba,PR,28,2,curitiba,PR,28,2,9.93,4.36,28,7198.8
1009,2117,campinas,SP,12,2,campinas,SP,12,2,23.67,3.08,12,614.0
1010,1058,sao paulo,SP,2,1,sao paulo,SP,2,1,6.0,5.0,2,125.25
1011,274,anapolis,GO,11,1,anapolis,GO,11,1,18.45,4.55,11,1993.99
1012,3074,santo andre,SP,97,3,santo andre,SP,97,3,9.42,4.29,97,12169.5
1013,2248,rio de janeiro,RJ,11,3,rio de janeiro,RJ,11,3,11.7,4.18,11,3190.1
1014,1969,sao paulo,SP,2,1,sao paulo,SP,2,1,8.0,4.0,2,52.79
1015,2642,brusque,SC,8,1,brusque,SC,8,1,9.75,3.62,8,764.0
1016,1691,curitiba,PR,6,3,curitiba,PR,6,3,27.17,3.17,6,739.85
1017,1262,sao paulo,SP,19,2,sao paulo,SP,19,2,5.95,4.11,19,8167.9
1018,1597,sao paulo,SP,29,4,sao paulo,SP,29,4,16.28,3.48,29,19187.42
1019,1786,sao paulo,SP,78,1,sao paulo,SP,78,1,10.68,4.27,78,6212.46
1020,1013,santo andre,SP,118,1,santo andre,SP,118,1,11.48,3.54,118,10939.83
1021,1352,sao paulo,SP,13,2,sao paulo,SP,13,2,28.4,1.92,13,484.5
1022,260,ribeirao preto,SP,16,3,ribeirao preto,SP,16,3,7.44,4.31,16,2085.15
1023,1177,osasco,SP,79,3,osasco,SP,79,3,17.76,3.89,79,15570.3
1024,2149,limeira,SP,17,1,limeira,SP,17,1,13.65,3.76,17,1504.0
1025,187,presidente prudente,SP,35,2,presidente prudente,SP,35,2,13.6,4.4,35,2162.8
1026,961,santo andre,SP,6,1,santo andre,SP,6,1,12.67,4.0,6,171.76999999999998
1027,999,pinhais,PR,7,1,pinhais,PR,7,1,11.57,3.29,7,5657.3
1028,2170,sao paulo,SP,184,1,sao paulo,SP,184,1,9.83,4.03,184,7106.68
